BdprotoID,LanguageName,LanguageFamily,Phoneme
1000,PRE BASQUE,Isolates,ui
1000,PRE BASQUE,Isolates,z
1000,PRE BASQUE,Isolates,lː
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ŋ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ŋɡ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ŋmɡb
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",a
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",b
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ɓ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",c
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",d
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ɗ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ɟ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",e
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ɡ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ɡb
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",i
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",j
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",k
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",kp
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",l
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",m
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",mb
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",n
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",nd
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ɲɟ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",ɲ
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",nz
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",o
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",p
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",r
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",s
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",t
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",u
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",w
1102,PRE NIZAA,"Niger-Kordofanian, Bantoid",z
1035,PROTO-AINU,"Ural-Altaic, Ainu",ʔ
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɘ
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɛ
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɛː
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɔ
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɔː
1035,PROTO-AINU,"Ural-Altaic, Ainu",a̟
1035,PROTO-AINU,"Ural-Altaic, Ainu",a̟ː
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɑ
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɑː
1035,PROTO-AINU,"Ural-Altaic, Ainu",d
1035,PROTO-AINU,"Ural-Altaic, Ainu",e
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɡ
1035,PROTO-AINU,"Ural-Altaic, Ainu",h
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɦ
1035,PROTO-AINU,"Ural-Altaic, Ainu",i
1035,PROTO-AINU,"Ural-Altaic, Ainu",iː
1035,PROTO-AINU,"Ural-Altaic, Ainu",ɨ
1035,PROTO-AINU,"Ural-Altaic, Ainu",j
1035,PROTO-AINU,"Ural-Altaic, Ainu",k
1035,PROTO-AINU,"Ural-Altaic, Ainu",m
1035,PROTO-AINU,"Ural-Altaic, Ainu",n
1035,PROTO-AINU,"Ural-Altaic, Ainu",o
1035,PROTO-AINU,"Ural-Altaic, Ainu",ø
1035,PROTO-AINU,"Ural-Altaic, Ainu",p
1035,PROTO-AINU,"Ural-Altaic, Ainu",r
1035,PROTO-AINU,"Ural-Altaic, Ainu",s
1035,PROTO-AINU,"Ural-Altaic, Ainu",t
1035,PROTO-AINU,"Ural-Altaic, Ainu",u
1035,PROTO-AINU,"Ural-Altaic, Ainu",uː
1035,PROTO-AINU,"Ural-Altaic, Ainu",y
1101,PROTO-JAPANESE,"Ural-Altaic, Japanese",a
1101,PROTO-JAPANESE,"Ural-Altaic, Japanese",i
1101,PROTO-JAPANESE,"Ural-Altaic, Japanese",o
1101,PROTO-JAPANESE,"Ural-Altaic, Japanese",u
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",ʔ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",ɘ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",ɛ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",ŋ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",ɔ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",a
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",b
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",c
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",cʰ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",d
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",e
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",ɣ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",i
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",j
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",k
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",kʰ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",l
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",m
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",n
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",o
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",p
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",pʰ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",r
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",s
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",tʰ
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",u
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",w
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",x
1013,PROTO-KAREN,"Sino-Tibetan, Karenic",y
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔʷ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ɘ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ɛ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ɛː
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ŋ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ɔ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ɔː
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",a
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",aː
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ai
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",au
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",b
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",d
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",dz
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",e
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",eː
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ei
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",eu
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",f
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ɡ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",h
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",j̥
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",l̥
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",r̥
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʍ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",i
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",iː
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",iə
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",iɛ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ie
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",iu
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",j
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",k
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",kʰ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",l
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",m
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",n
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ɲ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",o
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",oː
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",oi
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ou
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",p
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",pʰ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",r
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",s
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",t
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",t̠ʃ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",tʰ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",tsʰ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",u
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",uː
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",uə
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ui
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",w
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔɲ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔb
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔj
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔl
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔm
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔn
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔŋ
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",ʔr
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",aːi
1003,PROTO-LAKKIA,"Austro-Tai, Li-Kam-Tai",aːu
1023,PROTO-MABA,"Nilo-Saharan, Maban",ŋ
1023,PROTO-MABA,"Nilo-Saharan, Maban",ŋɡ
1023,PROTO-MABA,"Nilo-Saharan, Maban",b
1023,PROTO-MABA,"Nilo-Saharan, Maban",d
1023,PROTO-MABA,"Nilo-Saharan, Maban",dz
1023,PROTO-MABA,"Nilo-Saharan, Maban",f
1023,PROTO-MABA,"Nilo-Saharan, Maban",ɡ
1023,PROTO-MABA,"Nilo-Saharan, Maban",j
1023,PROTO-MABA,"Nilo-Saharan, Maban",k
1023,PROTO-MABA,"Nilo-Saharan, Maban",l
1023,PROTO-MABA,"Nilo-Saharan, Maban",ɺ
1023,PROTO-MABA,"Nilo-Saharan, Maban",m
1023,PROTO-MABA,"Nilo-Saharan, Maban",mb
1023,PROTO-MABA,"Nilo-Saharan, Maban",n
1023,PROTO-MABA,"Nilo-Saharan, Maban",nd
1023,PROTO-MABA,"Nilo-Saharan, Maban",ɲ
1023,PROTO-MABA,"Nilo-Saharan, Maban",r
1023,PROTO-MABA,"Nilo-Saharan, Maban",s
1023,PROTO-MABA,"Nilo-Saharan, Maban",t
1023,PROTO-MABA,"Nilo-Saharan, Maban",ts
1023,PROTO-MABA,"Nilo-Saharan, Maban",w
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ɘ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ɛ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ŋ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ɔ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ʃ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",a
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",b
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",d
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ɟ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",e
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ɡ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ɡʷ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",i
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",k
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",kʷ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",l
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",m
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",n
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",ɲ
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",o
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",p
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",r
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",s
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",t
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",u
1044,PROTO-NUBIAN,"Nilo-Saharan, East-Sudanic",w
1115,PROTO-POMO,"North-American, Hokan",ʔ
1115,PROTO-POMO,"North-American, Hokan",χ
1115,PROTO-POMO,"North-American, Hokan",a
1115,PROTO-POMO,"North-American, Hokan",aː
1115,PROTO-POMO,"North-American, Hokan",b
1115,PROTO-POMO,"North-American, Hokan",c
1115,PROTO-POMO,"North-American, Hokan",cʼ
1115,PROTO-POMO,"North-American, Hokan",d
1115,PROTO-POMO,"North-American, Hokan",e
1115,PROTO-POMO,"North-American, Hokan",eː
1115,PROTO-POMO,"North-American, Hokan",h
1115,PROTO-POMO,"North-American, Hokan",i
1115,PROTO-POMO,"North-American, Hokan",iː
1115,PROTO-POMO,"North-American, Hokan",j
1115,PROTO-POMO,"North-American, Hokan",k
1115,PROTO-POMO,"North-American, Hokan",kʼ
1115,PROTO-POMO,"North-American, Hokan",kʰ
1115,PROTO-POMO,"North-American, Hokan",l
1115,PROTO-POMO,"North-American, Hokan",ʎ
1115,PROTO-POMO,"North-American, Hokan",m
1115,PROTO-POMO,"North-American, Hokan",n
1115,PROTO-POMO,"North-American, Hokan",ɲ
1115,PROTO-POMO,"North-American, Hokan",o
1115,PROTO-POMO,"North-American, Hokan",oː
1115,PROTO-POMO,"North-American, Hokan",pʼ
1115,PROTO-POMO,"North-American, Hokan",pʰ
1115,PROTO-POMO,"North-American, Hokan",q
1115,PROTO-POMO,"North-American, Hokan",qʼ
1115,PROTO-POMO,"North-American, Hokan",qʰ
1115,PROTO-POMO,"North-American, Hokan",s
1115,PROTO-POMO,"North-American, Hokan",t
1115,PROTO-POMO,"North-American, Hokan",tʼ
1115,PROTO-POMO,"North-American, Hokan",ʈ
1115,PROTO-POMO,"North-American, Hokan",ʈʰ
1115,PROTO-POMO,"North-American, Hokan",tʰ
1115,PROTO-POMO,"North-American, Hokan",u
1115,PROTO-POMO,"North-American, Hokan",uː
1115,PROTO-POMO,"North-American, Hokan",w
1115,PROTO-POMO,"North-American, Hokan",x
1115,PROTO-POMO,"North-American, Hokan",ʈʼ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ʔ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ç
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ŋ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",b
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ɓ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",c
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",d
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ɗ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",d̠ʒ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ɟ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ɡ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",h
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",j
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",k
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",kʰ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",l
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",m
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",n
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ɲ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",p
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",pʰ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",r
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",s
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",t
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",t̠ʃ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",tʰ
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",w
1105,PROTO-VIETNAMESE,"Austro-Asiatic, Vietmuong",ʔj
1010,QUICHEAN,"North-American, Penutian",ʔ
1010,QUICHEAN,"North-American, Penutian",ʃ
1010,QUICHEAN,"North-American, Penutian",χ
1010,QUICHEAN,"North-American, Penutian",a
1010,QUICHEAN,"North-American, Penutian",aː
1010,QUICHEAN,"North-American, Penutian",ɓ
1010,QUICHEAN,"North-American, Penutian",e
1010,QUICHEAN,"North-American, Penutian",eː
1010,QUICHEAN,"North-American, Penutian",h
1010,QUICHEAN,"North-American, Penutian",i
1010,QUICHEAN,"North-American, Penutian",iː
1010,QUICHEAN,"North-American, Penutian",j
1010,QUICHEAN,"North-American, Penutian",k
1010,QUICHEAN,"North-American, Penutian",kʼ
1010,QUICHEAN,"North-American, Penutian",l
1010,QUICHEAN,"North-American, Penutian",m
1010,QUICHEAN,"North-American, Penutian",n
1010,QUICHEAN,"North-American, Penutian",o
1010,QUICHEAN,"North-American, Penutian",oː
1010,QUICHEAN,"North-American, Penutian",p
1010,QUICHEAN,"North-American, Penutian",q
1010,QUICHEAN,"North-American, Penutian",ʛ̥
1010,QUICHEAN,"North-American, Penutian",r
1010,QUICHEAN,"North-American, Penutian",s
1010,QUICHEAN,"North-American, Penutian",t
1010,QUICHEAN,"North-American, Penutian",tʼ
1010,QUICHEAN,"North-American, Penutian",t̠ʃ
1010,QUICHEAN,"North-American, Penutian",t̠ʃʼ
1010,QUICHEAN,"North-American, Penutian",ts
1010,QUICHEAN,"North-American, Penutian",tsʼ
1010,QUICHEAN,"North-American, Penutian",u
1010,QUICHEAN,"North-American, Penutian",uː
1010,QUICHEAN,"North-American, Penutian",w
1010,QUICHEAN,"North-American, Penutian",x
1019,SABAKI,"Niger-Kordofanian, Bantoid",β
1019,SABAKI,"Niger-Kordofanian, Bantoid",ŋ
1019,SABAKI,"Niger-Kordofanian, Bantoid",ŋɡ
1019,SABAKI,"Niger-Kordofanian, Bantoid",ŋk
1019,SABAKI,"Niger-Kordofanian, Bantoid",ʃ
1019,SABAKI,"Niger-Kordofanian, Bantoid",a
1019,SABAKI,"Niger-Kordofanian, Bantoid",c
1019,SABAKI,"Niger-Kordofanian, Bantoid",ɟ
1019,SABAKI,"Niger-Kordofanian, Bantoid",e
1019,SABAKI,"Niger-Kordofanian, Bantoid",f
1019,SABAKI,"Niger-Kordofanian, Bantoid",ɡ
1019,SABAKI,"Niger-Kordofanian, Bantoid",i
1019,SABAKI,"Niger-Kordofanian, Bantoid",i̝
1019,SABAKI,"Niger-Kordofanian, Bantoid",j
1019,SABAKI,"Niger-Kordofanian, Bantoid",k
1019,SABAKI,"Niger-Kordofanian, Bantoid",l
1019,SABAKI,"Niger-Kordofanian, Bantoid",m
1019,SABAKI,"Niger-Kordofanian, Bantoid",mb
1019,SABAKI,"Niger-Kordofanian, Bantoid",mp
1019,SABAKI,"Niger-Kordofanian, Bantoid",n
1019,SABAKI,"Niger-Kordofanian, Bantoid",ɲc
1019,SABAKI,"Niger-Kordofanian, Bantoid",nd
1019,SABAKI,"Niger-Kordofanian, Bantoid",ɲɟ
1019,SABAKI,"Niger-Kordofanian, Bantoid",ɲ
1019,SABAKI,"Niger-Kordofanian, Bantoid",nt
1019,SABAKI,"Niger-Kordofanian, Bantoid",o
1019,SABAKI,"Niger-Kordofanian, Bantoid",p
1019,SABAKI,"Niger-Kordofanian, Bantoid",r
1019,SABAKI,"Niger-Kordofanian, Bantoid",s
1019,SABAKI,"Niger-Kordofanian, Bantoid",t
1019,SABAKI,"Niger-Kordofanian, Bantoid",u
1019,SABAKI,"Niger-Kordofanian, Bantoid",u̝
1019,SABAKI,"Niger-Kordofanian, Bantoid",v
1019,SABAKI,"Niger-Kordofanian, Bantoid",w
1019,SABAKI,"Niger-Kordofanian, Bantoid",z
1098,SALISH,"North-American, Almosan",ʕ
1098,SALISH,"North-American, Almosan",ʔ
1098,SALISH,"North-American, Almosan",ɘ
1098,SALISH,"North-American, Almosan",ŋ
1098,SALISH,"North-American, Almosan",ŋʷ
1098,SALISH,"North-American, Almosan",χ
1098,SALISH,"North-American, Almosan",χʷʼ
1098,SALISH,"North-American, Almosan",a
1098,SALISH,"North-American, Almosan",c
1098,SALISH,"North-American, Almosan",cʼ
1098,SALISH,"North-American, Almosan",ɰ
1098,SALISH,"North-American, Almosan",h
1098,SALISH,"North-American, Almosan",ɬ
1098,SALISH,"North-American, Almosan",i
1098,SALISH,"North-American, Almosan",j
1098,SALISH,"North-American, Almosan",k
1098,SALISH,"North-American, Almosan",kʼ
1098,SALISH,"North-American, Almosan",kʷ
1098,SALISH,"North-American, Almosan",kʷʼ
1098,SALISH,"North-American, Almosan",l
1098,SALISH,"North-American, Almosan",m
1098,SALISH,"North-American, Almosan",n
1098,SALISH,"North-American, Almosan",p
1098,SALISH,"North-American, Almosan",pʼ
1098,SALISH,"North-American, Almosan",q
1098,SALISH,"North-American, Almosan",qʼ
1098,SALISH,"North-American, Almosan",qʷ
1098,SALISH,"North-American, Almosan",qʷʼ
1098,SALISH,"North-American, Almosan",r
1098,SALISH,"North-American, Almosan",s
1098,SALISH,"North-American, Almosan",t
1098,SALISH,"North-American, Almosan",tʼ
1098,SALISH,"North-American, Almosan",tɬ
1098,SALISH,"North-American, Almosan",u
1098,SALISH,"North-American, Almosan",w
1098,SALISH,"North-American, Almosan",x
1098,SALISH,"North-American, Almosan",xʷ
1098,SALISH,"North-American, Almosan",ʕʼ
1098,SALISH,"North-American, Almosan",ɰʼ
1098,SALISH,"North-American, Almosan",ɰʷ
1098,SALISH,"North-American, Almosan",ɰʼʷ
1098,SALISH,"North-American, Almosan",jʼ
1098,SALISH,"North-American, Almosan",lʼ
1098,SALISH,"North-American, Almosan",mʼ
1098,SALISH,"North-American, Almosan",nʼ
1098,SALISH,"North-American, Almosan",ŋʷʼ
1098,SALISH,"North-American, Almosan",rʼ
1098,SALISH,"North-American, Almosan",wʼ
1085,SAMOYED,"Ural-Altaic, Samoyed",ɵ̆
1085,SAMOYED,"Ural-Altaic, Samoyed",ɘ
1085,SAMOYED,"Ural-Altaic, Samoyed",ŋ
1085,SAMOYED,"Ural-Altaic, Samoyed",a̟
1085,SAMOYED,"Ural-Altaic, Samoyed",ɑ
1085,SAMOYED,"Ural-Altaic, Samoyed",e
1085,SAMOYED,"Ural-Altaic, Samoyed",i
1085,SAMOYED,"Ural-Altaic, Samoyed",ɨ
1085,SAMOYED,"Ural-Altaic, Samoyed",j
1085,SAMOYED,"Ural-Altaic, Samoyed",k
1085,SAMOYED,"Ural-Altaic, Samoyed",l
1085,SAMOYED,"Ural-Altaic, Samoyed",m
1085,SAMOYED,"Ural-Altaic, Samoyed",n
1085,SAMOYED,"Ural-Altaic, Samoyed",o
1085,SAMOYED,"Ural-Altaic, Samoyed",o
1085,SAMOYED,"Ural-Altaic, Samoyed",ø
1085,SAMOYED,"Ural-Altaic, Samoyed",p
1085,SAMOYED,"Ural-Altaic, Samoyed",r
1085,SAMOYED,"Ural-Altaic, Samoyed",s
1085,SAMOYED,"Ural-Altaic, Samoyed",ʂ
1085,SAMOYED,"Ural-Altaic, Samoyed",sʲ
1085,SAMOYED,"Ural-Altaic, Samoyed",t
1085,SAMOYED,"Ural-Altaic, Samoyed",u
1085,SAMOYED,"Ural-Altaic, Samoyed",w
1085,SAMOYED,"Ural-Altaic, Samoyed",y
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",ʔ
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",ɘ
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",ŋ
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",ʀ
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",a
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",b
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",d
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",e
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",ɡ
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",i
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",j
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",k
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",l
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",m
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",n
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",o
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",p
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",s
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",t
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",u
1001,SANGIRIC,"Austro-Tai, Austronesian, West-Malayo-Polynesian",w
