							
	Nom	Famille	Code	NbSegment	Selecte	Selecte1	CodeBase
	NEO-ARAMAIC	Afro-Asiatic, Semitic	4355	40	FALSE	FALSE	10
	NEPALI	Indo-European, Indic	2023	39	FALSE	FALSE	10
	NERA	Nilo-Saharan, East-Sudanic	4212	22	FALSE	FALSE	10
	NEW CALEDONIAN	Austro-Tai, Austronesian, East-Malayo-Polynesian	1021	29	FALSE	FALSE	22
	NEWARI	Sino-Tibetan, Himalayic	2518	32	FALSE	FALSE	10
	NEZ PERCE	North-American, Penutian	6706	30	FALSE	FALSE	10
	NGANASAN	Ural-Altaic, Samoyed	2157	29	FALSE	FALSE	10
	NGARINJIN	Australian, Wororan	8374	24	FALSE	FALSE	10
	NGIYAMBAA	Australian, Pama-Nyungan	8372	18	FALSE	FALSE	10
	NGIZIM	Afro-Asiatic, Chadic	4369	40	FALSE	FALSE	10
	NICOBARESE	Austro-Asiatic, Nicobarese	2313	25	FALSE	FALSE	10
	NIMBORAN	Papuan, Trans-New-Guinea	8604	18	FALSE	FALSE	10
	NIVKH	Isolates	2700	35	FALSE	FALSE	10
	NONI	Niger-Kordofanian, Bantoid	4139	33	FALSE	FALSE	10
	NORWEGIAN	Indo-European, Germanic, North	2006	46	FALSE	FALSE	10
	NOSTRATIC	Macro-Family, Nostratic	1055	48	FALSE	FALSE	20
	NUBIAN	Nilo-Saharan, East-Sudanic	4206	21	FALSE	FALSE	10
	NUNGGUBUYU	Australian, Ungrouped	8353	23	FALSE	FALSE	10
	NYAH KUR	Austro-Asiatic, Mon	2315	50	FALSE	FALSE	10
	NYANGI	Nilo-Saharan, East-Sudanic	4207	25	FALSE	FALSE	10
	NYIMANG	Nilo-Saharan, East-Sudanic	4227	25	FALSE	FALSE	10
	OB UGRIC	Ural-Altaic, Finno-Ugric	1089	40	FALSE	FALSE	20
	OCAINA	South-American, Macro-Carib	6805	34	FALSE	FALSE	10
	OGBIA	Niger-Kordofanian, Cross-River	4124	34	FALSE	FALSE	10
	OJIBWA	North-American, Almosan	6750	27	FALSE	FALSE	10
	OLD CHINESE	Sino-Tibetan, Sinitic	1006	35	FALSE	FALSE	20
	OLD TELUGU	Dravidian, Dravidian	1011	33	FALSE	FALSE	20
	ONGAMO MAA	Nilo-Saharan, East-Sudanic, Nilotic	1043	29	FALSE	FALSE	20
	ORMURI	Indo-European, Iranian	2025	31	FALSE	FALSE	10
	OTO-MANGUEAN	North-American, Oto-Manguean	1096	11	FALSE	FALSE	20
	OTOMI	North-American, Oto-Manguean	1073	30	FALSE	FALSE	20
	PACOH	Austro-Asiatic, Katuic	2314	33	FALSE	FALSE	10
	PAEZ	South-American, Paezan	6804	37	FALSE	FALSE	10
	PAIWAN	Austro-Tai, Paiwanic	2434	26	FALSE	FALSE	10
	PAMAN	Australian, Pama-Nyungan	1100	19	FALSE	FALSE	20
	PANARE	South-American, Macro-Carib	6849	25	FALSE	FALSE	10
	PAPAGO	North-American, Uto-Aztecan	6736	24	FALSE	FALSE	10
	PARAUK	Austro-Asiatic, Palaungic	2309	77	FALSE	FALSE	10
	PASHTO	Indo-European, Iranian	2014	38	FALSE	FALSE	10
	PAYA	South-American, Chibchan	6854	28	FALSE	FALSE	10
	PHILIPPINE	Austro-Tai, Austronesian, West-Malayo-Polynesian	1022	24	FALSE	FALSE	20
	PHLONG	Sino-Tibetan, Karenic	2520	37	FALSE	FALSE	10
	PICURIS	North-American, Kiowa-Tanoan	6740	38	FALSE	FALSE	10
	PIRAHA	South-American, Paezan	6802	11	FALSE	FALSE	10
	PLANG	Austro-Asiatic, Khmer	1017	40	FALSE	FALSE	20
	PO-AI	Austro-Tai, Li-Kam-Tai	2405	35	FALSE	FALSE	10
	POHNPEIAN	Austro-Tai, Austronesian, East-Malayo-Polynesian	2430	20	FALSE	FALSE	10
	POLYNESIAN	Austro-Tai, Austronesian, East-Malayo-Polynesian	1002	18	FALSE	FALSE	20
	POMO	North-American, Hokan	6742	32	FALSE	FALSE	10
	POPOLOCAN	North-American, Oto-Manguean	1071	22	FALSE	FALSE	20
	PRE BASQUE	Isolates	1000	27	FALSE	FALSE	20
	PRE NIZAA	Niger-Kordofanian, Bantoid	1102	33	FALSE	FALSE	20
	PROTO-AINU	Ural-Altaic, Ainu	1035	31	FALSE	FALSE	20
	PROTO-JAPANESE	Ural-Altaic, Japanese	1101	4	FALSE	FALSE	21
	PROTO-KAREN	Sino-Tibetan, Karenic	1013	29	FALSE	FALSE	20
	PROTO-LAKKIA	Austro-Tai, Li-Kam-Tai	1003	66	FALSE	FALSE	20
	PROTO-MABA	Nilo-Saharan, Maban	1023	21	FALSE	FALSE	22
	PROTO-NUBIAN	Nilo-Saharan, East-Sudanic	1044	26	FALSE	FALSE	20
	PROTO-POMO	North-American, Hokan	1115	40	FALSE	FALSE	20
	PROTO-VIETNAMESE	Austro-Asiatic, Vietmuong	1105	28	FALSE	FALSE	22
	QAWASQAR	South-American, Andean	6859	19	FALSE	FALSE	10
	QUECHUA	South-American, Andean	6819	36	FALSE	FALSE	10
	QUICHEAN	North-American, Penutian	1010	34	FALSE	FALSE	20
	QUILEUTE	North-American, Almosan	6732	37	FALSE	FALSE	10
	RESIGARO	South-American, Macro-Arawakan	6838	35	FALSE	FALSE	10
	ROMANIAN	Indo-European, Romance	2012	32	FALSE	FALSE	10
	RORO	Austro-Tai, Austronesian, East-Malayo-Polynesian	2420	14	FALSE	FALSE	10
	ROTOKAS	Papuan, East-Papuan	8625	11	FALSE	FALSE	10
	RUKAI	Austro-Tai, Tsouic	2417	27	FALSE	FALSE	10
	RUSSIAN	Indo-European, Slavic	2008	38	FALSE	FALSE	10
	RUTUL	Caucasian, Northwest	2603	64	FALSE	FALSE	10
	SA BAN	Austro-Tai, Austronesian, West-Malayo-Polynesian	2415	26	FALSE	FALSE	10
	SAAMI	Ural-Altaic, Finno-Ugric, Finnic	2155	45	FALSE	FALSE	10
	SABAKI	Niger-Kordofanian, Bantoid	1019	35	FALSE	FALSE	20
	SALIBA	South-American, Equatorial	6861	32	FALSE	FALSE	10
	SALISH	North-American, Almosan	1098	48	FALSE	FALSE	20
	SAMA	Austro-Tai, Austronesian, West-Malayo-Polynesian	2412	32	FALSE	FALSE	10
	SAMOYED	Ural-Altaic, Samoyed	1085	25	FALSE	FALSE	20
	SANDAWE	Khoisan, Sandawe	4902	54	FALSE	FALSE	10
	SANGIRIC	Austro-Tai, Austronesian, West-Malayo-Polynesian	1001	21	FALSE	FALSE	20
	SANGO	Niger-Kordofanian, Adamawa	4143	37	FALSE	FALSE	10
	SARA BONGO BAGUIRMIAN	Nilo-Saharan, Central-Sudanic	1092	33	FALSE	FALSE	22
	SAVOSAVO	Papuan, East-Papuan	8645	22	FALSE	FALSE	10
	SEBEI	Nilo-Saharan, East-Sudanic	4209	26	FALSE	FALSE	10
	SEDANG	Austro-Asiatic, Bahnaric	2304	55	FALSE	FALSE	10
	SELEPET	Papuan, Trans-New-Guinea	8607	21	FALSE	FALSE	10
	SELKUP	Ural-Altaic, Samoyed	2164	34	FALSE	FALSE	10
	SEMITIC	Afro-Asiatic, Semitic	1080	35	FALSE	FALSE	20
	SENADI	Niger-Kordofanian, Voltaic	4111	36	FALSE	FALSE	10
	SENECA	North-American, Keresiouan	6754	19	FALSE	FALSE	10
	SENTANI	Papuan, Trans-New-Guinea	8603	17	FALSE	FALSE	10
	SHASTA	North-American, Hokan	6746	21	FALSE	FALSE	10
	SHILHA	Afro-Asiatic, Berber	4356	31	FALSE	FALSE	10
	SHIRIANA	South-American, Chibchan	6855	25	FALSE	FALSE	10
	SHUSWAP	North-American, Almosan	6778	44	FALSE	FALSE	10
	SIERRA MIWOK	North-American, Penutian	6779	21	FALSE	FALSE	10
	SINHALESE	Indo-European, Indic	2020	36	FALSE	FALSE	10
	SIONA	South-American, Macro-Tucanoan	6833	30	FALSE	FALSE	10
	SIRIONO	South-American, Equatorial	6829	28	FALSE	FALSE	10
	SOCOTRI	Afro-Asiatic, Semitic	4354	34	FALSE	FALSE	10
	SOMALI	Afro-Asiatic, Cushitic	4358	32	FALSE	FALSE	10
	SONGHAI	Nilo-Saharan, Songhai	4200	24	FALSE	FALSE	10
	SOUTHERN KIWAI	Papuan, Trans-New-Guinea	8636	19	FALSE	FALSE	10
	SOUTHERN NAMBIQUARA	South-American, Macro-Tucanoan	6816	43	FALSE	FALSE	10
	SPANISH	Indo-European, Romance	2011	25	FALSE	FALSE	10
	SRE	Austro-Asiatic, Bahnaric	2310	37	FALSE	FALSE	10
	SUENA	Papuan, Trans-New-Guinea	8618	18	FALSE	FALSE	10
	SUI	Austro-Tai, Li-Kam-Tai	2403	54	FALSE	FALSE	10
	SUMERIAN	Isolates	1054	26	FALSE	FALSE	20
	TABI	Nilo-Saharan, East-Sudanic	4213	33	FALSE	FALSE	10
	TACANA	South-American, Macro-Panoan	6812	22	FALSE	FALSE	10
	TAGALOG	Austro-Tai, Austronesian, West-Malayo-Polynesian	2414	23	FALSE	FALSE	10
	TAI	Austro-Tai, Li-Kam-Tai	1067	49	FALSE	FALSE	20
	TAISHAN	Sino-Tibetan, Sinitic	2501	25	FALSE	FALSE	10
	TAKANAN	South-American, Macro-Panoan	1064	21	FALSE	FALSE	20
	TAMA	Nilo-Saharan, East-Sudanic	4210	30	FALSE	FALSE	10
	TAMANG	Sino-Tibetan, Himalayic	2507	29	FALSE	FALSE	10
	TAMASHEQ	Afro-Asiatic, Berber	4357	37	FALSE	FALSE	10
	TAMPULMA	Niger-Kordofanian, Voltaic	4112	33	FALSE	FALSE	10
	TANO CONGO	Niger-Kordofanian, Kwa	1009	14	FALSE	FALSE	21
	TAORIPI	Papuan, Trans-New-Guinea	8623	14	FALSE	FALSE	10
	TARASCAN	South-American, Chibchan	6847	39	FALSE	FALSE	10
	TAROK	Niger-Kordofanian, Plateau	4121	32	FALSE	FALSE	10
	TEHUELCHE	South-American, Andean	6821	35	FALSE	FALSE	10
	TEKE	Niger-Kordofanian, Bantoid	4127	28	FALSE	FALSE	10
	TELUGU	Dravidian, Dravidian	2902	43	FALSE	FALSE	10
	TEMEIN	Nilo-Saharan, East-Sudanic	4211	25	FALSE	FALSE	10
	TEMNE	Niger-Kordofanian, West-Atlantic	4109	25	FALSE	FALSE	10
	TERA	Afro-Asiatic, Chadic	4375	48	FALSE	FALSE	10
	TETUN	Austro-Tai, Austronesian, Central-Malayo-Polynesian	2437	19	FALSE	FALSE	10
	THAI	Austro-Tai, Li-Kam-Tai	2400	30	FALSE	FALSE	10
	TICUNA	South-American, Macro-Tucanoan	6831	29	FALSE	FALSE	10
	TIDDIM CHIN	Sino-Tibetan, Kuki-Naga	2513	26	FALSE	FALSE	10
	TIGAK	Austro-Tai, Austronesian, East-Malayo-Polynesian	2425	17	FALSE	FALSE	10
	TIGRE	Afro-Asiatic, Semitic	4351	33	FALSE	FALSE	10
	TIRURAY	Austro-Tai, Austronesian, West-Malayo-Polynesian	2431	22	FALSE	FALSE	10
	TIWI	Australian, Ungrouped	8351	26	FALSE	FALSE	10
	TLAPANEC	North-American, Oto-Manguean	6772	30	FALSE	FALSE	10
	TLINGIT	Na-Dene, Tlingit	6102	48	FALSE	FALSE	10
	TOL	North-American, Hokan	6747	28	FALSE	FALSE	10
	TONKAWA	North-American, Hokan	6752	25	FALSE	FALSE	10
	TOTONAC	North-American, Penutian	6713	22	FALSE	FALSE	10
	TOTONOCAN	North-American, Penutian	1079	23	FALSE	FALSE	20
	TRUMAI	South-American, Equatorial	6865	24	FALSE	FALSE	10
	TSESHAHT	North-American, Almosan	6730	42	FALSE	FALSE	10
	TSIMSHIAN	North-American, Penutian	6774	41	FALSE	FALSE	10
	TSOU	Austro-Tai, Tsouic	2418	21	FALSE	FALSE	10
	TUCANOAN	South-American, Macro-Tucanoan	1117	33	FALSE	FALSE	20
	TULU	Dravidian, South-Dravidian	2906	37	FALSE	FALSE	10
	TUNICA	North-American, Penutian	6758	24	FALSE	FALSE	10
	TUPI-GUARANI	South-American, Equatorial	1119	25	FALSE	FALSE	20
	TURKISH	Ural-Altaic, Turkic	2158	33	FALSE	FALSE	10
	TUVA	Ural-Altaic, Turkic	2165	29	FALSE	FALSE	10
	TZELTAL	North-American, Penutian	6712	28	FALSE	FALSE	10
	UPPER CHEHALIS	North-American, Almosan	6773	34	FALSE	FALSE	10
	URALIC	Ural-Altaic, Uralic	1084	25	FALSE	FALSE	20
	URALO-SIBERIAN	Macro-Family, Uralo-Siberian	1114	29	FALSE	FALSE	20
	USAN	Papuan, Trans-New-Guinea	8630	20	FALSE	FALSE	10
	UTO-AZTECAN	North-American, Uto-Aztecan	1069	17	FALSE	FALSE	20
	UZBEK	Ural-Altaic, Turkic	2175	30	FALSE	FALSE	10
	VANIMO	Papuan, Sko	8640	28	FALSE	FALSE	10
	VIETNAMESE	Austro-Asiatic, Vietmuong	2303	36	FALSE	FALSE	10
	WAHGI	Papuan, Trans-New-Guinea	8628	23	FALSE	FALSE	10
	WANTOAT	Papuan, Trans-New-Guinea	8615	21	FALSE	FALSE	10
	WAPISHANA	South-American, Macro-Arawakan	6822	25	FALSE	FALSE	10
	WAPPO	North-American, Penutian	6760	35	FALSE	FALSE	10
	WARAO	South-American, Paezan	6852	21	FALSE	FALSE	10
	WARAY	Australian, Ungrouped	8348	21	FALSE	FALSE	10
	WARIS	Papuan, Trans-New-Guinea	8637	22	FALSE	FALSE	10
	WEST MAKIAN	Papuan, West-Papuan	8647	23	FALSE	FALSE	10
	WEST TARIKU	Papuan, Geelvink-Bay	1032	12	FALSE	FALSE	20
	WESTERN DESERT	Australian, Pama-Nyungan	8360	20	FALSE	FALSE	10
	WICHITA	North-American, Keresiouan	6755	29	FALSE	FALSE	10
	WIK-MUNKAN	Australian, Pama-Nyungan	8358	18	FALSE	FALSE	10
	WINTU	Isolates	6709	35	FALSE	FALSE	10
	WIYOT	North-American, Almosan	6753	29	FALSE	FALSE	10
	WOISIKA	Papuan, Trans-New-Guinea	8633	28	FALSE	FALSE	10
	WOLOF	Niger-Kordofanian, West-Atlantic	4107	40	FALSE	FALSE	10
	XIAMEN	Sino-Tibetan, Sinitic	2504	25	FALSE	FALSE	10
	YAGARIA	Papuan, Trans-New-Guinea	8609	23	FALSE	FALSE	10
	YAGUA	South-American, Macro-Carib	6839	23	FALSE	FALSE	10
	YAKUT	Ural-Altaic, Turkic	2161	34	FALSE	FALSE	10
	YANA	North-American, Hokan	6745	30	FALSE	FALSE	10
	YANYUWA	Australian, Ungrouped	8347	32	FALSE	FALSE	10
	YAQUI	Isolates	6739	22	FALSE	FALSE	10
	YAREBA	Papuan, Trans-New-Guinea	8621	18	FALSE	FALSE	10
	YAWA	Papuan, Geelvink-Bay	8629	19	FALSE	FALSE	10
	YAY	Austro-Tai, Li-Kam-Tai	2402	34	FALSE	FALSE	10
	YESSAN-MAYO	Papuan, Sepik-Ramu	8632	20	FALSE	FALSE	10
	YIDINY	Australian, Pama-Nyungan	8370	16	FALSE	FALSE	10
	YOKUTS	North-American, Penutian	1008	39	FALSE	FALSE	20
	YOLNGU	Australian, Pama-Nyungan	8375	23	FALSE	FALSE	10
	YORUBA	Niger-Kordofanian, Kwa	4137	29	FALSE	FALSE	10
	YUCATEC	North-American, Penutian	6777	30	FALSE	FALSE	10
	YUCHI	North-American, Keresiouan	6757	46	FALSE	FALSE	10
	YUCUNA	South-American, Macro-Arawakan	6843	21	FALSE	FALSE	10
	YUKAGHIR	Ural-Altaic, Yukaghir	2172	26	FALSE	FALSE	10
	YULU	Nilo-Saharan, Central-Sudanic	4216	42	FALSE	FALSE	10
	YUPIK	Eskimo-Aleut, Eskimo	6902	36	FALSE	FALSE	10
	ZAPOTECAN	North-American, Oto-Manguean	1076	20	FALSE	FALSE	20
	ZOQUE	North-American, Penutian	6711	22	FALSE	FALSE	10
	ZOQUEAN	North-American, Penutian	1078	20	FALSE	FALSE	20
	ZULU	Niger-Kordofanian, Bantoid	4126	37	FALSE	FALSE	10
	ZUNI	North-American, Penutian	6748	25	FALSE	FALSE	10
